LOAD_ZONE	TIMEPOINT	lz_demand_mw
S8	587858	968.766221735325
S8	587862	859.097837737433
S8	587866	1185.07962596982
S8	587870	1264.71367369727
S8	587874	1259.76122335694
S8	587878	1299.9975321204
S9	324505	631.343502271553
S9	324509	513.437530607614
S9	324513	592.016800814725
S9	324517	737.200811026504
S9	324521	747.063258457578
S9	324525	691.898733676108
S9	325036	586.403696072008
S9	325040	585.185401970112
S9	325044	752.080504087314
S9	325048	760.116209730701
S9	325052	701.622706806278
S9	325056	736.701464305061
S9	412249	985.021853302176
S9	412253	817.60043166735
S9	412257	914.814296166364
S9	412261	1092.67732603537
S9	412265	1091.11791726137
S9	412269	1035.19623251524
S9	412708	842.482647440188
S9	412712	840.732331664211
S9	412716	1080.50951659388
S9	412720	1092.05436634473
S9	412724	1008.01710407657
S9	412728	1058.41454304984
S9	499897	1423.44473753746
S9	499901	1181.50579904772
S9	499905	1321.98853389558
S9	499909	1579.0165308083
S9	499913	1576.76304556268
S9	499917	1495.95120611034
S9	500186	1302.9849160511
S9	500190	1155.69235787724
S9	500194	1421.49907373004
S9	500198	1562.76588205254
S9	500202	1514.47276396671
S9	500206	1627.27189720831
S9	587569	2054.45462421994
S9	587573	1705.26469232345
S9	587577	1908.02311112273
S9	587581	2278.99104748592
S9	587585	2275.73859724224
S9	587589	2159.1030490707
S9	587858	1880.59523174819
S9	587862	1668.00821008625
S9	587866	2051.64645197346
S9	587870	2255.53652227506
S9	587874	2185.83517233641
S9	587878	2348.63791050039
